ID,CommitCount#Lab1,CommitCount#Lab2,CommitCount#Lab3,CommitCount#Lab4,CommitCount#Total,Failed#Lab1,Failed#Lab2,Failed#Lab3,Failed#Lab4,Failed#Total,Passed#Lab1,Passed#Lab2,Passed#Lab3,Passed#Lab4,Passed#Total,Error#Lab1,Error#Lab2,Error#Lab3,Error#Lab4,Error#Total,Done#Lab1 ,Done#Lab2,Done#Lab3,Done#Lab4,Done#Total ,Dropout#Lab2,Dropout#Lab3,Dropout#Lab4,ActiveDays#Lab1,ActiveDays#Lab2 ,ActiveDays#Lab3,ActiveDays#Lab4,ActiveDays#Total,CommitsPerDay#Lab1,CommitsPerDay#Lab2,CommitsPerDay#Lab3,CommitsPerDay#Lab4,CommitsPerDay#Total
134806,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
141133,0.1111111111111111,0.0,0.0,0.0,0.05555555555555555,0.125,0.0,0.0,0.0,0.027777777777777776,0.4285714285714285,0.0,0.0,0.0,0.10714285714285714,0.375,0.0,0.0,0.0,0.09090909090909091,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.1111111111111111,0.0,0.0,0.0,0.05
141699,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.125,0.0,0.0,0.0,0.027777777777777776,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
148194,0.1111111111111111,0.35294117647058826,0.26666666666666666,0.15789473684210525,0.2962962962962963,1.0,1.0,0.36363636363636365,0.7999999999999999,0.8888888888888888,0.07142857142857142,0.125,0.7647058823529411,0.25,0.3571428571428571,0.125,0.5,0.0625,0.06666666666666667,0.30303030303030304,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.5,0.25,0.3333333333333333,0.5,0.1111111111111111,0.1,0.1111111111111111,0.125,0.2
159955,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171324,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171798,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
171997,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
172546,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
173333,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176190,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
176301,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
180886,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.125,0.0,0.0,0.0,0.027777777777777776,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
182803,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.75,0.0,0.0,0.0,0.16666666666666666,0.21428571428571427,0.0,0.0,0.0,0.05357142857142857,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
183521,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.125,0.0,0.0,0.0,0.027777777777777776,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
185493,0.18518518518518517,0.1764705882352941,0.13333333333333333,0.0,0.18518518518518517,0.375,0.0,0.4545454545454546,0.0,0.2222222222222222,0.4285714285714285,0.0625,0.058823529411764705,0.0,0.14285714285714285,0.125,0.0,0.75,0.0,0.3939393939393939,1.0,1.0,1.0,0.0,0.75,0.0,0.0,1.0,0.25,0.125,0.125,0.0,0.2,0.2222222222222222,0.2,0.1111111111111111,0.0,0.25
185638,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186166,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
186636,0.0,0.35294117647058826,0.0,0.0,0.1111111111111111,0.0,0.125,0.0,0.0,0.027777777777777776,0.0,0.9375,0.0,0.0,0.26785714285714285,0.0,0.07142857142857142,0.0,0.0,0.030303030303030304,0.0,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.0,0.375,0.0,0.0,0.15000000000000002,0.0,0.1,0.0,0.0,0.05
187285,0.07407407407407407,0.0,0.13333333333333333,0.10526315789473684,0.1111111111111111,0.75,0.0,0.2727272727272727,0.13333333333333333,0.3055555555555555,0.14285714285714285,0.0,0.8235294117647058,0.3125,0.375,0.25,0.0,0.0625,0.6666666666666666,0.3939393939393939,1.0,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0.125,0.0,0.125,0.16666666666666666,0.15000000000000002,0.1111111111111111,0.0,0.1111111111111111,0.125,0.15000000000000002
187597,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193528,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193808,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.5,0.0,0.0,0.0,0.1111111111111111,0.3571428571428571,0.0,0.0,0.0,0.08928571428571427,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
194148,0.25925925925925924,0.0,0.0,0.0,0.12962962962962962,0.125,0.0,0.0,0.0,0.027777777777777776,0.2857142857142857,0.0,0.0,0.0,0.07142857142857142,0.625,0.0,0.0,0.0,0.15151515151515152,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.5,0.0,0.0,0.0,0.2,0.1111111111111111,0.0,0.0,0.0,0.05
194177,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194362,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.125,0.0,0.0,0.0,0.027777777777777776,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
194408,0.1111111111111111,0.11764705882352941,0.13333333333333333,0.0,0.12962962962962962,1.0,1.0,0.4545454545454546,0.0,0.5833333333333333,0.07142857142857142,0.125,0.058823529411764705,0.0,0.07142857142857142,0.125,0.5,0.75,0.0,0.6060606060606061,1.0,1.0,1.0,0.0,0.75,0.0,0.0,1.0,0.25,0.125,0.125,0.0,0.2,0.1111111111111111,0.1,0.1111111111111111,0.0,0.15000000000000002
195243,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195957,0.1111111111111111,0.1764705882352941,0.26666666666666666,0.10526315789473684,0.2222222222222222,0.125,0.375,0.2727272727272727,1.0,0.6111111111111112,0.4285714285714285,0.8125,0.5882352941176471,0.0625,0.5357142857142857,0.375,0.07142857142857142,0.3125,0.06666666666666667,0.30303030303030304,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.25,0.16666666666666666,0.35000000000000003,0.1111111111111111,0.1,0.1111111111111111,0.125,0.2
196152,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196892,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,1.0,0.0,0.0,0.0,0.2222222222222222,0.07142857142857142,0.0,0.0,0.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
197376,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197979,0.14814814814814814,0.0,0.0,0.0,0.07407407407407407,1.0,0.0,0.0,0.0,0.2222222222222222,0.07142857142857142,0.0,0.0,0.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.25,0.0,0.0,0.0,0.1,0.1111111111111111,0.0,0.0,0.0,0.05
200819,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.125,0.0,0.0,0.0,0.027777777777777776,0.5714285714285714,0.0,0.0,0.0,0.14285714285714285,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
200836,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200844,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,0.25,0.0,0.0,0.0,0.05555555555555555,0.2857142857142857,0.0,0.0,0.0,0.07142857142857142,0.5,0.0,0.0,0.0,0.12121212121212122,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
200946,0.07407407407407407,0.0,0.0,0.0,0.037037037037037035,1.0,0.0,0.0,0.0,0.2222222222222222,0.07142857142857142,0.0,0.0,0.0,0.017857142857142856,0.125,0.0,0.0,0.0,0.030303030303030304,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.125,0.0,0.0,0.0,0.05,0.1111111111111111,0.0,0.0,0.0,0.05
201006,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201020,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201220,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201645,0.0,0.47058823529411764,0.13333333333333333,0.0,0.18518518518518517,0.0,0.625,0.4545454545454546,0.0,0.2777777777777778,0.0,0.6875,0.058823529411764705,0.0,0.21428571428571427,0.0,0.07142857142857142,0.75,0.0,0.3939393939393939,0.0,1.0,1.0,0.0,0.5,0.0,0.0,0.0,0.0,0.25,0.125,0.0,0.15000000000000002,0.0,0.30000000000000004,0.1111111111111111,0.0,0.2
203010,0.18518518518518517,0.11764705882352941,0.2,0.21052631578947367,0.25925925925925924,0.125,0.25,0.09090909090909091,0.06666666666666667,0.1388888888888889,0.5714285714285714,0.75,0.9411764705882353,0.875,0.8928571428571428,0.125,0.21428571428571427,0.0625,0.13333333333333333,0.21212121212121213,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.125,0.125,0.3333333333333333,0.30000000000000004,0.2222222222222222,0.1,0.2222222222222222,0.125,0.30000000000000004
203450,0.18518518518518517,0.0,0.0,0.0,0.09259259259259259,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.25,1.0,0.0,0.0,0.375,0.0,0.0,0.0,0.15000000000000002,0.1111111111111111,0.0,0.0,0.0,0.05
203514,0.2962962962962963,0.29411764705882354,0.39999999999999997,0.21052631578947367,0.42592592592592593,0.125,0.25,0.18181818181818182,0.4666666666666667,0.3333333333333333,0.5714285714285714,0.875,0.8823529411764706,0.5625,0.8214285714285714,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.375,0.125,0.3333333333333333,0.4,0.3333333333333333,0.1,0.5555555555555556,0.125,0.5
203597,0.07407407407407407,0.0,0.2,0.15789473684210525,0.14814814814814814,0.125,0.0,0.09090909090909091,0.6,0.3055555555555555,0.5714285714285714,0.0,0.9411764705882353,0.4375,0.5535714285714285,0.125,0.0,0.0625,0.06666666666666667,0.09090909090909091,1.0,0.0,1.0,1.0,0.75,0.0,0.0,0.0,0.125,0.0,0.125,0.3333333333333333,0.2,0.1111111111111111,0.0,0.2222222222222222,0.125,0.2
203928,0.18518518518518517,0.29411764705882354,0.26666666666666666,0.21052631578947367,0.3333333333333333,0.0,0.625,0.6363636363636364,0.6,0.5833333333333333,0.4285714285714285,0.5,0.1764705882352941,0.375,0.4107142857142857,0.0,0.2857142857142857,0.5,0.13333333333333333,0.42424242424242425,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.125,0.125,0.125,0.16666666666666666,0.2,0.4444444444444444,0.4,0.3333333333333333,0.375,0.7000000000000001
204216,0.14814814814814814,0.29411764705882354,0.13333333333333333,0.3157894736842105,0.31481481481481477,1.0,1.0,0.4545454545454546,1.0,1.0,0.07142857142857142,0.125,0.058823529411764705,0.0625,0.08928571428571427,0.125,0.5,0.75,0.06666666666666667,0.6363636363636364,1.0,1.0,1.0,1.0,1.0,0.0,0.0,0.0,0.25,0.25,0.125,0.3333333333333333,0.35000000000000003,0.1111111111111111,0.2,0.1111111111111111,0.25,0.30000000000000004
204815,0.037037037037037035,0.058823529411764705,0.06666666666666667,0.05263157894736842,0.07407407407407407,0.125,0.125,0.09090909090909091,0.06666666666666667,0.1111111111111111,0.07142857142857142,0.0625,0.058823529411764705,0.0625,0.07142857142857142,0.125,0.07142857142857142,0.0625,0.06666666666666667,0.12121212121212122,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
