Pr setosa,Rc setosa,F1 setosa,Acc Bal setosa,Pr versicolor,Rc versicolor,F1 versicolor,Acc Bal versicolor,Pr virginica,Rc virginica,F1 virginica,Acc Bal virginica,Pr micro,Rc micro,F1 micro,Pr macro,Rc macro,F1 macro,Pr weighted,Rc weighted,F1 weighted,Acc Bal,target,algo,features_family,set,split,type_alg,x,selection_methods,featsel,Pr other,Rc other,F1 other,Acc Bal other
1.0,1.0,1.0,1.0,1.0,0.9534883720930233,0.9761904761904763,0.9767441860465116,0.9545454545454546,1.0,0.9767441860465117,0.9882352941176471,0.984251968503937,0.984251968503937,0.984251968503937,0.9848484848484849,0.9844961240310077,0.984311554078996,0.9849677881173944,0.984251968503937,0.9842476085838108,0.9844961240310077,Target 1,MLPClassifier,All,Train,0,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.8571428571428571,0.923076923076923,0.9285714285714286,0.8888888888888888,1.0,0.9411764705882353,0.9666666666666667,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9629629629629629,0.9523809523809524,0.9547511312217193,0.9613526570048309,0.9565217391304348,0.9561282707062758,0.9523809523809524,Target 1,LogisticRegression,All,Test,0,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9761904761904762,0.9534883720930233,0.9647058823529412,0.9707918050941307,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9763305322128851,0.9763779527559056,0.9763779527559056,0.9763779527559056,0.9765596160944998,0.9765596160944998,0.9764705882352942,0.9765567094810824,0.9763779527559056,0.9763779527559056,0.9765596160944998,Target 1,LogisticRegression,All,Train,0,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,KNeighborsClassifier,All,Test,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9512195121951219,0.9285714285714286,0.9397590361445782,0.9525210084033613,0.9318181818181818,0.9534883720930233,0.942528735632184,0.9588870431893688,0.9606299212598425,0.9606299212598425,0.9606299212598425,0.9610125646711012,0.960686600221484,0.9607625905922541,0.9607826876407632,0.9606299212598425,0.960619016931151,0.960686600221484,Target 1,KNeighborsClassifier,All,Train,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,SVC,All,Test,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9318181818181818,0.9761904761904762,0.9534883720930233,0.9704481792717087,0.975609756097561,0.9302325581395349,0.9523809523809524,0.9591638981173864,0.968503937007874,0.968503937007874,0.968503937007874,0.9691426459719142,0.9688076781100037,0.9686231081579919,0.9691935680988878,0.968503937007874,0.9684952171676214,0.9688076781100037,Target 1,SVC,All,Train,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.875,0.9333333333333333,0.9375,0.875,1.0,0.9333333333333333,0.96875,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9583333333333334,0.9583333333333334,0.9555555555555556,0.9619565217391305,0.9565217391304348,0.9565217391304348,0.9583333333333334,Target 1,DecisionTreeClassifier,All,Test,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9302325581395349,0.9523809523809523,0.9411764705882352,0.9585434173669467,0.9523809523809523,0.9302325581395349,0.9411764705882352,0.9532115171650055,0.9606299212598425,0.9606299212598425,0.9606299212598425,0.9608711701734958,0.9608711701734958,0.96078431372549,0.960804318064893,0.9606299212598425,0.9606299212598425,0.9608711701734958,Target 1,DecisionTreeClassifier,All,Train,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.875,0.9333333333333333,0.9375,0.875,1.0,0.9333333333333333,0.96875,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9583333333333334,0.9583333333333334,0.9555555555555556,0.9619565217391305,0.9565217391304348,0.9565217391304348,0.9583333333333334,Target 1,RandomForestClassifier,All,Test,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9534883720930233,0.9761904761904762,0.9647058823529412,0.9763305322128851,0.9761904761904762,0.9534883720930233,0.9647058823529412,0.9707918050941307,0.9763779527559056,0.9763779527559056,0.9763779527559056,0.9765596160944998,0.9765596160944998,0.9764705882352942,0.9765567094810823,0.9763779527559056,0.9763779527559056,0.9765596160944998,Target 1,RandomForestClassifier,All,Train,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.875,0.9333333333333333,0.9375,0.875,1.0,0.9333333333333333,0.96875,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9583333333333334,0.9583333333333334,0.9555555555555556,0.9619565217391305,0.9565217391304348,0.9565217391304348,0.9583333333333334,Target 1,GaussianNB,All,Test,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9090909090909091,0.9523809523809523,0.9302325581395349,0.9526610644257703,0.9512195121951219,0.9069767441860465,0.9285714285714286,0.9415836101882613,0.952755905511811,0.952755905511811,0.952755905511811,0.9534368070953437,0.9531192321889996,0.9529346622369879,0.9534193480803814,0.952755905511811,0.9527428257514322,0.9531192321889996,Target 1,GaussianNB,All,Train,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.875,0.9333333333333333,0.9375,0.875,1.0,0.9333333333333333,0.96875,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9583333333333334,0.9583333333333334,0.9555555555555556,0.9619565217391305,0.9565217391304348,0.9565217391304348,0.9583333333333334,Target 1,GaussianProcessClassifier,All,Test,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9822128851540617,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9824197120708749,0.984251968503937,0.984251968503937,0.984251968503937,0.984311554078996,0.984311554078996,0.984311554078996,0.984251968503937,0.984251968503937,0.984251968503937,0.984311554078996,Target 1,GaussianProcessClassifier,All,Train,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,MLPClassifier,All,Test,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.9523809523809523,0.975609756097561,0.9761904761904762,0.9555555555555556,1.0,0.9772727272727273,0.9880952380952381,0.984251968503937,0.984251968503937,0.984251968503937,0.9851851851851853,0.9841269841269842,0.9842941611234295,0.9849518810148732,0.984251968503937,0.9842388742427153,0.9841269841269842,Target 1,MLPClassifier,All,Train,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.875,0.9333333333333333,0.9375,0.875,1.0,0.9333333333333333,0.96875,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9583333333333334,0.9583333333333334,0.9555555555555556,0.9619565217391305,0.9565217391304348,0.9565217391304348,0.9583333333333334,Target 1,LogisticRegression,All,Test,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.975609756097561,0.9523809523809523,0.963855421686747,0.9703081232492997,0.9545454545454546,0.9767441860465116,0.9655172413793104,0.9764673311184939,0.9763779527559056,0.9763779527559056,0.9763779527559056,0.9767184035476718,0.976375046142488,0.9764575543553525,0.9765438133980481,0.9763779527559056,0.9763714101586907,0.976375046142488,Target 1,LogisticRegression,All,Train,1,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,KNeighborsClassifier,All,Test,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.975,0.9285714285714286,0.951219512195122,0.9584033613445379,0.9318181818181818,0.9761904761904762,0.9534883720930233,0.9704481792717087,0.968503937007874,0.968503937007874,0.968503937007874,0.9689393939393939,0.9682539682539683,0.9682359614293817,0.9691839656406583,0.968503937007874,0.9684860719693079,0.9682539682539683,Target 1,KNeighborsClassifier,All,Train,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,SVC,All,Test,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.9047619047619048,0.9500000000000001,0.9523809523809523,0.9130434782608695,1.0,0.9545454545454545,0.9764705882352941,0.968503937007874,0.968503937007874,0.968503937007874,0.9710144927536232,0.9682539682539683,0.9681818181818183,0.9712427250941458,0.968503937007874,0.9684323550465284,0.9682539682539683,Target 1,SVC,All,Train,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.8888888888888888,1.0,0.9411764705882353,0.9666666666666667,1.0,0.875,0.9333333333333333,0.9375,0.9565217391304348,0.9565217391304348,0.9565217391304348,0.9629629629629629,0.9583333333333334,0.9581699346405229,0.9613526570048309,0.9565217391304348,0.9563512361466325,0.9583333333333334,Target 1,DecisionTreeClassifier,All,Test,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.8936170212765957,1.0,0.9438202247191011,0.9705882352941176,1.0,0.8809523809523809,0.9367088607594937,0.9404761904761905,0.9606299212598425,0.9606299212598425,0.9606299212598425,0.9645390070921985,0.9603174603174603,0.9601763618261984,0.9648182275087955,0.9606299212598425,0.9604899337803227,0.9603174603174603,Target 1,DecisionTreeClassifier,All,Train,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,RandomForestClassifier,All,Test,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9302325581395349,0.9523809523809523,0.9411764705882352,0.9585434173669467,0.9512195121951219,0.9285714285714286,0.9397590361445782,0.9525210084033613,0.9606299212598425,0.9606299212598425,0.9606299212598425,0.9604840234448856,0.9603174603174603,0.9603118355776044,0.9607951728665794,0.9606299212598425,0.9606243408092768,0.9603174603174603,Target 1,RandomForestClassifier,All,Train,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,GaussianNB,All,Test,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9069767441860465,0.9285714285714286,0.9176470588235294,0.9407563025210084,0.926829268292683,0.9047619047619048,0.9156626506024096,0.934733893557423,0.9448818897637795,0.9448818897637795,0.9448818897637795,0.9446020041595764,0.9444444444444445,0.9444365698086462,0.9450382088512335,0.9448818897637795,0.9448740771329877,0.9444444444444445,Target 1,GaussianNB,All,Train,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,GaussianProcessClassifier,All,Test,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9822128851540617,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9822128851540617,0.984251968503937,0.984251968503937,0.984251968503937,0.9841269841269842,0.9841269841269842,0.9841269841269842,0.984251968503937,0.984251968503937,0.984251968503937,0.9841269841269842,Target 1,GaussianProcessClassifier,All,Train,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,MLPClassifier,All,Test,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.9047619047619048,0.9500000000000001,0.9523809523809523,0.9130434782608695,1.0,0.9545454545454545,0.9764705882352941,0.968503937007874,0.968503937007874,0.968503937007874,0.9710144927536232,0.9682539682539683,0.9681818181818183,0.9712427250941458,0.968503937007874,0.9684323550465284,0.9682539682539683,Target 1,MLPClassifier,All,Train,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,LogisticRegression,All,Test,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.975,0.9285714285714286,0.951219512195122,0.9584033613445379,0.9318181818181818,0.9761904761904762,0.9534883720930233,0.9704481792717087,0.968503937007874,0.968503937007874,0.968503937007874,0.9689393939393939,0.9682539682539683,0.9682359614293817,0.9691839656406583,0.968503937007874,0.9684860719693079,0.9682539682539683,Target 1,LogisticRegression,All,Train,2,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,KNeighborsClassifier,All,Test,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.975609756097561,0.9523809523809523,0.963855421686747,0.9703081232492997,0.9545454545454546,0.9767441860465116,0.9655172413793104,0.9764673311184939,0.9763779527559056,0.9763779527559056,0.9763779527559056,0.9767184035476718,0.976375046142488,0.9764575543553525,0.9765438133980481,0.9763779527559056,0.9763714101586907,0.976375046142488,Target 1,KNeighborsClassifier,All,Train,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,SVC,All,Test,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.962962962962963,0.9642857142857143,0.9347826086956522,1.0,0.9662921348314606,0.9821428571428572,0.9763779527559056,0.9763779527559056,0.9763779527559056,0.9782608695652174,0.9761904761904763,0.9764183659314746,0.9779185210544334,0.9763779527559056,0.9763386318283249,0.9761904761904763,Target 1,SVC,All,Train,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,DecisionTreeClassifier,All,Test,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.975,0.9285714285714286,0.951219512195122,0.9584033613445379,0.9333333333333333,0.9767441860465116,0.9545454545454545,0.970514950166113,0.968503937007874,0.968503937007874,0.968503937007874,0.9694444444444444,0.9684385382059801,0.9685883222468589,0.9691601049868764,0.968503937007874,0.9684777484854304,0.9684385382059801,Target 1,DecisionTreeClassifier,All,Train,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,RandomForestClassifier,All,Test,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9512195121951219,0.9285714285714286,0.9397590361445782,0.9525210084033613,0.9318181818181818,0.9534883720930233,0.942528735632184,0.9588870431893688,0.9606299212598425,0.9606299212598425,0.9606299212598425,0.9610125646711012,0.960686600221484,0.9607625905922541,0.9607826876407632,0.9606299212598425,0.960619016931151,0.960686600221484,Target 1,RandomForestClassifier,All,Train,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,GaussianNB,All,Test,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9285714285714286,0.9285714285714286,0.9285714285714286,0.9466386554621848,0.9302325581395349,0.9302325581395349,0.9302325581395349,0.9472591362126246,0.952755905511811,0.952755905511811,0.952755905511811,0.9529346622369879,0.9529346622369879,0.9529346622369879,0.952755905511811,0.952755905511811,0.952755905511811,0.9529346622369879,Target 1,GaussianNB,All,Train,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,GaussianProcessClassifier,All,Test,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9761904761904762,0.9761904761904762,0.9761904761904762,0.9822128851540617,0.9767441860465116,0.9767441860465116,0.9767441860465116,0.9824197120708749,0.984251968503937,0.984251968503937,0.984251968503937,0.984311554078996,0.984311554078996,0.984311554078996,0.984251968503937,0.984251968503937,0.984251968503937,0.984311554078996,Target 1,GaussianProcessClassifier,All,Train,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,MLPClassifier,All,Test,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.9047619047619048,0.9500000000000001,0.9523809523809523,0.9148936170212766,1.0,0.9555555555555556,0.9761904761904762,0.968503937007874,0.968503937007874,0.968503937007874,0.9716312056737588,0.9682539682539683,0.9685185185185187,0.9711844530072038,0.968503937007874,0.968416447944007,0.9682539682539683,Target 1,MLPClassifier,All,Train,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,LogisticRegression,All,Test,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.9285714285714286,0.962962962962963,0.9642857142857143,0.9347826086956522,1.0,0.9662921348314606,0.9821428571428572,0.9763779527559056,0.9763779527559056,0.9763779527559056,0.9782608695652174,0.9761904761904763,0.9764183659314746,0.9779185210544334,0.9763779527559056,0.9763386318283249,0.9761904761904763,Target 1,LogisticRegression,All,Train,3,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8973214285714286,0.875,0.875,0.875,0.9041666666666667,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9107142857142857,Target 1,KNeighborsClassifier,All,Test,4,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.9767441860465116,0.988235294117647,0.9883720930232558,0.9767441860465116,1.0,0.988235294117647,0.9941176470588236,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9922480620155039,0.9922480620155039,0.9921568627450981,0.9923091008972715,0.9921259842519685,0.9921259842519685,0.9922480620155039,Target 1,KNeighborsClassifier,All,Train,4,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.8258928571428572,0.7777777777777778,0.875,0.823529411764706,0.8708333333333333,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8703703703703703,0.8630952380952381,0.8642533936651584,0.8719806763285025,0.8695652173913043,0.8683848121188275,0.8630952380952381,Target 1,SVC,All,Test,4,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,SVC,All,Train,4,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.8258928571428572,0.7777777777777778,0.875,0.823529411764706,0.8708333333333333,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8703703703703703,0.8630952380952381,0.8642533936651584,0.8719806763285025,0.8695652173913043,0.8683848121188275,0.8630952380952381,Target 1,DecisionTreeClassifier,All,Test,4,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,Target 1,DecisionTreeClassifier,All,Train,4,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.8333333333333334,0.7142857142857143,0.7692307692307692,0.8258928571428572,0.7777777777777778,0.875,0.823529411764706,0.8708333333333333,0.8695652173913043,0.8695652173913043,0.8695652173913043,0.8703703703703703,0.8630952380952381,0.8642533936651584,0.8719806763285025,0.8695652173913043,0.8683848121188275,0.8630952380952381,Target 1,RandomForestClassifier,All,Test,4,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,1.0,0.9767441860465116,0.988235294117647,0.9883720930232558,0.9767441860465116,1.0,0.988235294117647,0.9941176470588236,0.9921259842519685,0.9921259842519685,0.9921259842519685,0.9922480620155039,0.9922480620155039,0.9921568627450981,0.9923091008972715,0.9921259842519685,0.9921259842519685,0.9922480620155039,Target 1,RandomForestClassifier,All,Train,4,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.8571428571428571,0.8571428571428571,0.8571428571428571,0.8973214285714286,0.875,0.875,0.875,0.9041666666666667,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9107142857142857,0.9107142857142857,0.9107142857142857,0.9130434782608695,0.9130434782608695,0.9130434782608695,0.9107142857142857,Target 1,GaussianNB,All,Test,4,classification,-1,-1,-1,,,,
1.0,1.0,1.0,1.0,0.9534883720930233,0.9534883720930233,0.9534883720930233,0.9648394241417497,0.9523809523809523,0.9523809523809523,0.9523809523809523,0.9644257703081232,0.968503937007874,0.968503937007874,0.968503937007874,0.9686231081579919,0.9686231081579919,0.9686231081579919,0.968503937007874,0.968503937007874,0.968503937007874,0.9686231081579919,Target 1,GaussianNB,All,Train,4,classification,-1,-1,-1,,,,
