ID,CommitCount#Lab1,CommitCount#Lab2,CommitCount#Total,Failed#Lab1,Failed#Lab2,Failed#Total,Passed#Lab1,Passed#Lab2,Passed#Total,Error#Lab1,Error#Lab2,Error#Total,Done#Lab1 ,Done#Lab2,Done#Total ,Dropout#Lab2,ActiveDays#Lab1,ActiveDays#Lab2 ,ActiveDays#Total,CommitsPerDay#Lab1,CommitsPerDay#Lab2,CommitsPerDay#Total
187597,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193528,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
193808,0.07407407407407407,0.0,0.0625,0.5,0.0,0.25,0.3571428571428571,0.0,0.20833333333333331,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,1.0,0.125,0.0,0.07692307692307693,0.1111111111111111,0.0,0.07692307692307693
194148,0.25925925925925924,0.0,0.21875,0.125,0.0,0.0625,0.2857142857142857,0.0,0.16666666666666666,0.625,0.0,0.2941176470588235,1.0,0.0,0.5,1.0,0.5,0.0,0.3076923076923077,0.1111111111111111,0.0,0.07692307692307693
194177,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
194362,0.07407407407407407,0.0,0.0625,0.125,0.0,0.0625,0.5714285714285714,0.0,0.3333333333333333,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,1.0,0.125,0.0,0.07692307692307693,0.1111111111111111,0.0,0.07692307692307693
194408,0.1111111111111111,0.11764705882352941,0.15625,1.0,1.0,1.0,0.07142857142857142,0.125,0.125,0.125,0.5,0.47058823529411764,1.0,1.0,1.0,0.0,0.25,0.125,0.23076923076923078,0.1111111111111111,0.1,0.15384615384615385
195243,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
195957,0.1111111111111111,0.1764705882352941,0.1875,0.125,0.375,0.25,0.4285714285714285,0.8125,0.7916666666666666,0.375,0.07142857142857142,0.23529411764705882,1.0,1.0,1.0,0.0,0.25,0.25,0.3076923076923077,0.1111111111111111,0.1,0.15384615384615385
196152,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
196892,0.07407407407407407,0.0,0.0625,1.0,0.0,0.5,0.07142857142857142,0.0,0.041666666666666664,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,1.0,0.125,0.0,0.07692307692307693,0.1111111111111111,0.0,0.07692307692307693
197376,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
197979,0.14814814814814814,0.0,0.125,1.0,0.0,0.5,0.07142857142857142,0.0,0.041666666666666664,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,1.0,0.25,0.0,0.15384615384615385,0.1111111111111111,0.0,0.07692307692307693
200819,0.07407407407407407,0.0,0.0625,0.125,0.0,0.0625,0.5714285714285714,0.0,0.3333333333333333,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,1.0,0.125,0.0,0.07692307692307693,0.1111111111111111,0.0,0.07692307692307693
200836,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
200844,0.07407407407407407,0.0,0.0625,0.25,0.0,0.125,0.2857142857142857,0.0,0.16666666666666666,0.5,0.0,0.23529411764705882,1.0,0.0,0.5,1.0,0.125,0.0,0.07692307692307693,0.1111111111111111,0.0,0.07692307692307693
200946,0.07407407407407407,0.0,0.0625,1.0,0.0,0.5,0.07142857142857142,0.0,0.041666666666666664,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,1.0,0.125,0.0,0.07692307692307693,0.1111111111111111,0.0,0.07692307692307693
201006,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201020,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201220,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
201645,0.0,0.47058823529411764,0.25,0.0,0.625,0.3125,0.0,0.6875,0.4583333333333333,0.0,0.07142857142857142,0.058823529411764705,0.0,1.0,0.5,0.0,0.0,0.25,0.15384615384615385,0.0,0.30000000000000004,0.23076923076923078
203010,0.18518518518518517,0.11764705882352941,0.21875,0.125,0.25,0.1875,0.5714285714285714,0.75,0.8333333333333334,0.125,0.21428571428571427,0.23529411764705882,1.0,1.0,1.0,0.0,0.25,0.125,0.23076923076923078,0.2222222222222222,0.1,0.23076923076923078
203450,0.18518518518518517,0.0,0.15625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.375,0.0,0.23076923076923078,0.1111111111111111,0.0,0.07692307692307693
203514,0.2962962962962963,0.29411764705882354,0.40625,0.125,0.25,0.1875,0.5714285714285714,0.875,0.9166666666666666,0.125,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,0.0,0.25,0.375,0.38461538461538464,0.3333333333333333,0.1,0.3076923076923077
203597,0.07407407407407407,0.0,0.0625,0.125,0.0,0.0625,0.5714285714285714,0.0,0.3333333333333333,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,0.0,0.125,0.0,0.07692307692307693,0.1111111111111111,0.0,0.07692307692307693
203928,0.18518518518518517,0.29411764705882354,0.3125,0.0,0.625,0.3125,0.4285714285714285,0.5,0.5833333333333334,0.0,0.2857142857142857,0.23529411764705882,1.0,1.0,1.0,0.0,0.125,0.125,0.15384615384615385,0.4444444444444444,0.4,0.6153846153846154
204216,0.14814814814814814,0.29411764705882354,0.28125,1.0,1.0,1.0,0.07142857142857142,0.125,0.125,0.125,0.5,0.47058823529411764,1.0,1.0,1.0,0.0,0.25,0.25,0.3076923076923077,0.1111111111111111,0.2,0.23076923076923078
204815,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
204880,0.18518518518518517,0.5882352941176471,0.46875,0.375,1.0,0.6875,0.4285714285714285,0.5,0.5833333333333334,0.125,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,0.0,0.125,0.125,0.15384615384615385,0.4444444444444444,0.9,1.0
204976,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205018,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205103,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205340,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205391,0.1111111111111111,0.35294117647058826,0.28125,0.125,0.25,0.1875,0.5714285714285714,0.875,0.9166666666666666,0.125,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,0.0,0.25,0.375,0.38461538461538464,0.1111111111111111,0.1,0.15384615384615385
205766,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
205909,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
206596,0.07407407407407407,0.1764705882352941,0.15625,0.125,0.25,0.1875,0.5714285714285714,0.875,0.9166666666666666,0.125,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,0.0,0.125,0.25,0.23076923076923078,0.1111111111111111,0.1,0.15384615384615385
206618,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207120,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207248,0.18518518518518517,0.11764705882352941,0.21875,1.0,0.375,0.6875,0.07142857142857142,0.75,0.5416666666666666,0.125,0.14285714285714285,0.1764705882352941,1.0,1.0,1.0,0.0,0.25,0.125,0.23076923076923078,0.2222222222222222,0.1,0.23076923076923078
207316,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
207436,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
208342,0.18518518518518517,0.11764705882352941,0.21875,0.0,1.0,0.5,0.0,0.125,0.08333333333333333,0.0,0.5,0.4117647058823529,1.0,1.0,1.0,0.0,0.125,0.125,0.15384615384615385,0.4444444444444444,0.1,0.38461538461538464
211888,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
211999,0.3333333333333333,0.23529411764705882,0.40625,0.375,0.5,0.4375,0.4285714285714285,0.5625,0.625,0.125,0.2857142857142857,0.2941176470588235,1.0,1.0,1.0,0.0,0.5,0.125,0.38461538461538464,0.2222222222222222,0.30000000000000004,0.38461538461538464
212092,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212185,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212300,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212493,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
212712,0.07407407407407407,0.0,0.0625,1.0,0.0,0.5,0.07142857142857142,0.0,0.041666666666666664,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,0.0,0.125,0.0,0.07692307692307693,0.1111111111111111,0.0,0.07692307692307693
213076,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213193,0.37037037037037035,0.7647058823529411,0.71875,0.125,0.375,0.25,0.5714285714285714,0.8125,0.875,0.125,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,0.0,0.125,0.375,0.3076923076923077,1.0,0.4,1.0
213385,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
213393,0.18518518518518517,0.11764705882352941,0.21875,1.0,1.0,1.0,0.07142857142857142,0.125,0.125,0.125,0.5,0.47058823529411764,1.0,1.0,1.0,0.0,0.125,0.125,0.15384615384615385,0.4444444444444444,0.1,0.38461538461538464
213891,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214134,0.18518518518518517,0.1764705882352941,0.25,0.125,0.375,0.25,0.5714285714285714,0.8125,0.875,0.125,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,0.0,0.25,0.25,0.3076923076923077,0.2222222222222222,0.1,0.23076923076923078
214552,0.07407407407407407,0.1764705882352941,0.15625,0.125,0.75,0.4375,0.5714285714285714,0.625,0.75,0.125,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,0.0,0.125,0.25,0.23076923076923078,0.1111111111111111,0.1,0.15384615384615385
214555,0.1111111111111111,0.11764705882352941,0.15625,0.125,0.5,0.3125,0.5714285714285714,0.5625,0.7083333333333334,0.125,0.2857142857142857,0.2941176470588235,1.0,1.0,1.0,0.0,0.125,0.125,0.15384615384615385,0.2222222222222222,0.1,0.23076923076923078
214684,0.18518518518518517,0.11764705882352941,0.21875,0.625,1.0,0.8125,0.21428571428571427,0.125,0.20833333333333331,0.25,0.5,0.5294117647058824,1.0,1.0,1.0,0.0,0.25,0.125,0.23076923076923078,0.2222222222222222,0.1,0.23076923076923078
214827,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
214916,0.37037037037037035,0.0,0.3125,0.125,0.0,0.0625,0.5714285714285714,0.0,0.3333333333333333,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,1.0,0.25,0.0,0.15384615384615385,0.4444444444444444,0.0,0.3076923076923077
214955,0.0,0.11764705882352941,0.0625,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.125,0.07692307692307693,0.0,0.1,0.07692307692307693
214960,0.2222222222222222,0.47058823529411764,0.4375,0.125,0.375,0.25,0.5714285714285714,0.8125,0.875,0.125,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,0.0,0.125,0.375,0.3076923076923077,0.5555555555555556,0.2,0.5384615384615385
215449,0.14814814814814814,0.23529411764705882,0.25,0.125,1.0,0.5625,0.5714285714285714,0.125,0.41666666666666663,0.125,0.5,0.47058823529411764,1.0,1.0,1.0,0.0,0.125,0.125,0.15384615384615385,0.3333333333333333,0.30000000000000004,0.46153846153846156
215536,0.07407407407407407,0.11764705882352941,0.125,1.0,0.625,0.8125,0.07142857142857142,0.5,0.37499999999999994,0.125,0.2857142857142857,0.2941176470588235,1.0,1.0,1.0,0.0,0.125,0.125,0.15384615384615385,0.1111111111111111,0.1,0.15384615384615385
215741,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215855,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
215904,0.1111111111111111,0.23529411764705882,0.21875,0.125,0.25,0.1875,0.5714285714285714,0.875,0.9166666666666666,0.125,0.07142857142857142,0.11764705882352941,1.0,1.0,1.0,0.0,0.25,0.25,0.3076923076923077,0.1111111111111111,0.1,0.15384615384615385
215988,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216178,0.37037037037037035,0.23529411764705882,0.4375,0.125,0.625,0.375,0.5714285714285714,0.5625,0.7083333333333334,0.125,0.21428571428571427,0.23529411764705882,1.0,1.0,1.0,0.0,0.375,0.375,0.46153846153846156,0.3333333333333333,0.1,0.3076923076923077
216249,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216576,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
216668,0.2222222222222222,0.0,0.1875,0.125,0.0,0.0625,0.5714285714285714,0.0,0.3333333333333333,0.125,0.0,0.058823529411764705,1.0,0.0,0.5,1.0,0.25,0.0,0.15384615384615385,0.2222222222222222,0.0,0.15384615384615385
216774,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217057,0.2222222222222222,0.1764705882352941,0.28125,0.125,0.375,0.25,0.5714285714285714,0.625,0.75,0.125,0.2857142857142857,0.2941176470588235,1.0,1.0,1.0,0.0,0.125,0.25,0.23076923076923078,0.5555555555555556,0.1,0.46153846153846156
217230,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217257,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217322,0.2222222222222222,0.47058823529411764,0.4375,0.125,0.375,0.25,0.5714285714285714,0.5625,0.7083333333333334,0.125,0.3571428571428571,0.3529411764705882,1.0,1.0,1.0,0.0,0.25,0.5,0.46153846153846156,0.2222222222222222,0.1,0.23076923076923078
217448,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
217818,0.18518518518518517,0.0,0.15625,0.0,0.0,0.0,0.07142857142857142,0.0,0.041666666666666664,0.0,0.0,0.0,1.0,0.0,0.5,1.0,0.375,0.0,0.23076923076923078,0.1111111111111111,0.0,0.07692307692307693
217970,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218029,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218123,0.0,1.0,0.53125,0.0,0.0,0.0,0.0,0.0625,0.041666666666666664,0.0,0.0,0.0,0.0,1.0,0.5,0.0,0.0,0.25,0.15384615384615385,0.0,0.8,0.6153846153846154
218310,0.0,0.11764705882352941,0.0625,0.0,0.125,0.0625,0.0,0.4375,0.29166666666666663,0.0,0.6428571428571428,0.5294117647058824,0.0,1.0,0.5,0.0,0.0,0.125,0.07692307692307693,0.0,0.1,0.07692307692307693
218332,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218583,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218710,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
218768,0.037037037037037035,0.058823529411764705,0.0625,0.125,0.125,0.125,0.07142857142857142,0.0625,0.08333333333333333,0.125,0.07142857142857142,0.11764705882352941,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
