ID,Pass,Grade,Pass Sess 0,Grade Sess 0,Grade Sess 1,Pass Sess 1
265618,1,1,1,1,-1,-1
266230,1,2,1,2,-1,-1
266818,1,3,1,3,-1,-1
266949,1,1,1,1,-1,-1
266958,1,1,1,1,-1,-1
266967,2,-1,2,-1,-1,2
266977,2,-1,2,-1,-1,2
267014,1,3,2,-1,3,1
267027,1,2,2,-1,-1,0
267197,1,3,2,-1,3,1
267215,1,3,2,-1,-1,2
267347,1,3,2,-1,3,1
267833,1,1,1,2,1,1
274919,1,3,2,-1,-1,2
