ID,CommitCount#Lab1,Failed#Lab1,Passed#Lab1,Error#Lab1,Done#Lab1 ,ActiveDays#Lab1,CommitsPerDay#Lab1
237100,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.125,0.5555555555555556
237101,0.1111111111111111,0.5,0.2857142857142857,0.25,1.0,0.25,0.1111111111111111
237172,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
237205,0.18518518518518517,0.125,0.5714285714285714,0.125,1.0,0.25,0.2222222222222222
237306,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
237391,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
237431,0.1111111111111111,0.125,0.5714285714285714,0.125,1.0,0.125,0.2222222222222222
237439,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
237485,0.1111111111111111,0.125,0.5714285714285714,0.125,1.0,0.25,0.1111111111111111
237514,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
237569,0.14814814814814814,0.0,0.0,0.0,1.0,0.375,0.1111111111111111
237570,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
237604,0.4444444444444444,0.625,0.21428571428571427,0.25,1.0,0.625,0.1111111111111111
237627,0.3333333333333333,0.125,0.5714285714285714,0.125,1.0,0.375,0.2222222222222222
237646,0.2222222222222222,0.0,0.0,0.0,1.0,0.125,0.5555555555555556
237723,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.125,0.5555555555555556
237741,0.1111111111111111,0.375,0.4285714285714285,0.125,1.0,0.125,0.2222222222222222
237748,0.4444444444444444,0.125,0.5714285714285714,0.125,1.0,0.375,0.3333333333333333
237750,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
237778,0.2962962962962963,0.125,0.3571428571428571,0.5,1.0,0.5,0.1111111111111111
237918,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
237932,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
237966,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
237977,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.25,0.2222222222222222
238036,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
238070,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238164,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
238231,0.0,0.0,0.0,0.0,0.0,0.0,0.0
238290,0.2962962962962963,0.25,0.3571428571428571,0.375,1.0,0.5,0.1111111111111111
238335,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
238376,0.4444444444444444,0.5,0.2857142857142857,0.25,1.0,0.875,0.1111111111111111
238438,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
238455,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
238485,0.18518518518518517,0.125,0.5714285714285714,0.125,1.0,0.5,0.1111111111111111
238658,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
238660,0.07407407407407407,0.125,0.5,0.25,1.0,0.125,0.1111111111111111
238758,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
238878,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
238961,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
239051,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
239181,0.18518518518518517,0.125,0.5,0.25,1.0,0.25,0.2222222222222222
239207,0.07407407407407407,0.0,0.0,0.0,1.0,0.125,0.1111111111111111
239213,0.07407407407407407,0.0,0.0,0.0,1.0,0.125,0.1111111111111111
239225,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
239238,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
239277,0.18518518518518517,0.0,0.0,0.0,1.0,0.5,0.1111111111111111
239346,0.0,0.0,0.0,0.0,0.0,0.0,0.0
239569,0.18518518518518517,0.5,0.3571428571428571,0.125,1.0,0.375,0.1111111111111111
239697,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
240095,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
240149,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
240200,0.1111111111111111,0.0,0.0,0.0,1.0,0.25,0.1111111111111111
240210,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
240215,0.0,0.0,0.0,0.0,0.0,0.0,0.0
240315,0.07407407407407407,0.25,0.4285714285714285,0.25,1.0,0.125,0.1111111111111111
240467,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
240480,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
240591,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
240626,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
240682,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
240705,0.07407407407407407,0.0,0.0,0.0,1.0,0.125,0.1111111111111111
240717,0.18518518518518517,0.375,0.4285714285714285,0.125,1.0,0.125,0.4444444444444444
240943,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
240958,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
241141,0.2222222222222222,0.125,0.5,0.25,1.0,0.25,0.2222222222222222
241212,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
241234,0.3333333333333333,0.5,0.3571428571428571,0.125,1.0,0.75,0.1111111111111111
241250,0.07407407407407407,0.375,0.4285714285714285,0.125,1.0,0.125,0.1111111111111111
241255,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
241367,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
241440,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.375,0.1111111111111111
241514,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
241565,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
243967,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.375,0.1111111111111111
244536,0.037037037037037035,0.125,0.07142857142857142,0.125,0.0,0.0,0.0
244680,0.1111111111111111,1.0,0.07142857142857142,0.125,1.0,0.25,0.1111111111111111
244707,0.3333333333333333,0.125,0.5714285714285714,0.125,1.0,0.25,0.4444444444444444
244712,0.1111111111111111,0.125,0.4285714285714285,0.375,1.0,0.25,0.1111111111111111
244714,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.125,0.5555555555555556
244733,0.37037037037037035,0.125,0.5714285714285714,0.125,1.0,0.5,0.2222222222222222
244751,0.18518518518518517,0.125,0.5714285714285714,0.125,1.0,0.125,0.4444444444444444
244753,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
244780,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.625,0.1111111111111111
244782,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
244796,0.14814814814814814,0.125,0.5714285714285714,0.125,1.0,0.25,0.1111111111111111
244800,0.25925925925925924,0.125,0.5714285714285714,0.125,1.0,0.125,0.6666666666666666
244804,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
244806,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
244807,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
244809,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
244810,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.125,0.5555555555555556
244816,0.3333333333333333,0.125,0.5714285714285714,0.125,1.0,0.375,0.2222222222222222
244819,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
244836,0.14814814814814814,0.125,0.5714285714285714,0.125,1.0,0.125,0.3333333333333333
244840,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
244847,0.37037037037037035,0.125,0.5714285714285714,0.125,1.0,0.5,0.2222222222222222
244854,0.07407407407407407,0.25,0.5,0.125,1.0,0.125,0.1111111111111111
244859,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244863,0.07407407407407407,1.0,0.07142857142857142,0.125,1.0,0.125,0.1111111111111111
244879,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.25,0.2222222222222222
244887,0.5185185185185185,0.5,0.3571428571428571,0.125,1.0,0.375,0.4444444444444444
244888,0.1111111111111111,0.125,0.5714285714285714,0.125,1.0,0.125,0.2222222222222222
244896,0.1111111111111111,0.5,0.07142857142857142,0.625,1.0,0.25,0.1111111111111111
244898,0.25925925925925924,0.25,0.5,0.125,1.0,0.125,0.6666666666666666
244919,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
244930,0.2962962962962963,0.25,0.4285714285714285,0.25,1.0,0.25,0.3333333333333333
244943,0.1111111111111111,0.125,0.5714285714285714,0.125,1.0,0.25,0.1111111111111111
244946,0.2222222222222222,0.125,0.5714285714285714,0.125,1.0,0.125,0.5555555555555556
244959,0.0,0.0,0.0,0.0,0.0,0.0,0.0
244964,0.07407407407407407,0.125,0.5714285714285714,0.125,1.0,0.125,0.1111111111111111
244966,0.2962962962962963,0.25,0.3571428571428571,0.375,1.0,0.375,0.2222222222222222
244986,0.1111111111111111,0.125,0.5714285714285714,0.125,1.0,0.125,0.2222222222222222
244994,0.07407407407407407,0.25,0.4285714285714285,0.25,1.0,0.125,0.1111111111111111
